sku,rating,review_text,date,verified_purchase
10b930e4c15b,5,product delivered on time and in perfect condition. Rating 1000,2018-08-31,True
86133a2151bd,2,"I purchased two products, but only received one.

I contacted them and still haven't received a response.",2018-08-21,True
86133a2151bd,2,"I purchased two products, but only received one.

I reached out and still haven't received a response.",2018-08-21,True
f32ccb00285b,5,Company with great quality products. Everything is well packaged for protection during transportation. I recommend,2018-08-24,True
f32ccb00285b,5,Company with great quality products. Everything is well packaged for protection during transportation. I recommend,2018-08-24,True
68c01f1f3e73,1,I received the mascara but in a different color. Unfortunately I couldn't make the exchange as I had already thrown the invoice away.,2018-08-17,True
5f19455f0c39,4,I received the order on time and as expected,2018-08-16,True
caacfe6fb59d,5,"Man, there's nothing to say, the speed of delivery was impressive, I recommend it to everyone.",2018-08-28,True
caacfe6fb59d,5,"Man, there's nothing to say, the speed of delivery was impressive, I recommend it to everyone.",2018-08-28,True
bbc3a3f2596e,5,Big and comfortable.,2018-08-15,True
bb50f2e236e5,3,It was supposed to arrive in 7 working days but it hasn't been delivered yet,2018-08-24,True
82c3ea364e54,4,I received it ahead of schedule and thought it was great!,2018-08-14,True
af6fa1b762e2,5,"ok, new.
I haven't installed it yet.",2018-08-30,True
4aaa2ddc43f6,5,"I loved the product, it arrived ahead of schedule.",2018-08-31,True
97c57b8428f6,2,"THE PRODUCT WAS DELIVERED BUT THE FLANGE PART IS MISSING FOR THE 2 CHAIRS, THUS MAKING ASSEMBLY THE SAME IMPOSSIBLE.",2018-08-16,True
97c57b8428f6,2,"THE PRODUCT WAS DELIVERED BUT THE FLANGE PART IS MISSING FOR THE 2 CHAIRS, THUS MAKING ASSEMBLY THE SAME IMPOSSIBLE.",2018-08-16,True
d03bd02af9ff,5,Beautiful product,2018-08-14,True
62ad9a897241,4,everything agreed,2018-08-29,True
1a758361b1c1,5,"It exceeded my expectations, I received it much earlier than expected",2018-08-15,True
1522589c64ef,5,The purchase arrived as agreed and with invoice. The experience was good.,2018-08-28,True
69029de1e1a2,4,Good quality product but the water doesn't taste good. Maybe because it's still new it comes out tasting like the candle.,2018-08-28,True
b9976e9c22fb,1,Product arrived broken and I am unable to exchange it via the store's website.,2018-08-21,True
afa29d87f149,3,"The product is excellent, it met my expectations, but for delivery I paid a lot for shipping and had to look for it at the post office due to lack of respect, I want my shipping cost back, I'm waiting!",2018-08-18,True
afa29d87f149,3,"The product is excellent, it met my expectations, but for delivery I paid a lot for shipping and had to look for it at the post office due to lack of respect, I want my shipping cost back, I'm waiting!",2018-08-18,True
18f6ea7e8cff,4,"Very fast delivery!!!!
I'm still going to evaluate the product.. I looked at it superficially.. it looks great.. let's see how much to install!",2018-08-18,True
1a8c8d4e86c3,4,Delivery on time,2018-08-11,True
70bf4f619502,5,The store is very good and the negotiations are sincere.,2018-08-24,True
06edb72f1e0c,5,"Product as advertised and delivered on time.
I'm very satisfied.",2018-08-28,True
a272b490eba6,4,One product was on time and another was 1 day late.,2018-08-18,True
c1cf541d5b33,5,"Product as described, very good and fast delivery.",2018-08-29,True
3fbc0ef74595,3,I received it on time.,2018-08-28,True
c477957dd9b5,4,"To my surprise, it arrived before the expected time, which is the biggest problem with buying on this site",2018-08-22,True
d537e54e990d,2,I'm still waiting for a response about the fact that I only received one of the two products I purchased...,2018-08-25,True
ead72457c58d,2,I'm still waiting for a response about the fact that I only received one of the two products I purchased...,2018-08-25,True
d3e1006ba373,3,delivery was fast,2018-08-18,True
779dd392d4fb,5,"I received it ahead of schedule, delivery was super fast. Thanks!!!",2018-08-14,True
1600dcf1cea8,1,"I bought two watches, a Women's Watch with Gold Rhinestone Bracelet that arrived defective and another Women's Watch with Flower Bracelet with Pearls that did not arrive, but is listed as delivered.",2018-08-18,True
e57eb018e373,1,"I bought two watches, a Women's Watch with Gold Rhinestone Bracelet that arrived defective and another Women's Watch with Flower Bracelet with Pearls that did not arrive, but is listed as delivered.",2018-08-18,True
24c002cf6aa7,5,Product delivered ahead of schedule. Excellent!,2018-08-24,True
ac0bb4405e96,4,I liked the speed of service and the sending of the tracking number.,2018-08-14,True
08fd8427101c,3,"I had to go to the post office to collect my product, and I paid shipping of R$ 7.52, which I request a refund, as a measure of the utmost justice!",2018-08-26,True
02ed3b595447,5,"I liked the product, good quality...",2018-08-30,True
36ca9a884394,5,Everything very good! I loved.,2018-08-30,True
0d5837a2580f,1,"Product arrived with damage to the foot. We called the manufacturer who said it wasn't their problem but Baratheon's and hung up on me.
We tried to exchange for baratheon and it always gave an error.",2018-08-15,True
a45af86c4a79,5,"Great product, delivered on time.",2018-08-31,True
a6e03fb6e5da,5,"In the photo it looked gray, but I wanted black but I bought it anyway because the value was great. It arrived black as I wanted. I loved!!!",2018-08-25,True
80033c8e73f5,5,Product delivered on time and exactly as advertised! I recommend! top!!!!,2018-08-22,True
87689c3ea345,5,The product arrived well ahead of schedule and was exactly as advertised.,2018-08-14,True
87689c3ea345,5,The product arrived well ahead of schedule and was exactly as advertised.,2018-08-14,True
87689c3ea345,5,The product arrived well ahead of schedule and was exactly as advertised.,2018-08-14,True
87689c3ea345,5,The product arrived well ahead of schedule and was exactly as advertised.,2018-08-14,True
f6453858964d,5,All 10 thank you very much,2018-08-22,True
054515fd15bc,5,"I am a Lannister customer, and I have always received good service, the product always arrives in perfect condition, and before the deadline, I recommend it.",2018-08-21,True
0ceb7ce77881,4,I recommend,2018-08-30,True
50bfd3691478,5,It was unbelievable when I answered the call from the post office. We had a deadline of 08/20 for receipt. It arrived in 3 days. Congratulations!,2018-08-10,True
7033a435a6ce,4,"Good product, expensive shipping.",2018-08-23,True
7033a435a6ce,4,"Good product, expensive shipping.",2018-08-23,True
b7a812ed1b86,4,"I received the product on time, but they did not deliver it to my home, I had to collect it at the Post Office.",2018-08-24,True
65f37bbbadf9,4,"I really liked the mouse, it's beautiful in general and very light. However, I found the material to be very dull, it appears to break easily, but it works well.",2018-08-22,True
bd6e6fce9ada,5,Very satisfied! Excellent product!,2018-08-24,True
bd6e6fce9ada,5,Very satisfied! Excellent product!,2018-08-24,True
fb5c123fd5ab,5,Product arrived on time and exactly what I ordered.,2018-08-29,True
5a75c30c323b,5,"The product arrived on time, which was very good, but it came with some defects in the paintwork and missing some screws. But it's ok.",2018-08-31,True
44fc45036572,5,I highly recommend,2018-08-23,True
cc1cb33bcc81,4,Great product for those who cook and need to control the oven temperature.,2018-08-18,True
55403fdc84a0,1,"Good morning. I bought the product with delivery scheduled for 08/17 and I still haven't received it. 
Att.
Milton",2018-08-18,True
6e263657e759,5,Excellent!,2018-08-29,True
b192be433004,5,Great quality product and I recommend it to everyone.,2018-08-17,True
8974fd022d2e,1,The product arrived defective,2018-08-23,True
2b4042dfabc3,2,"Gentlemen, I purchased 2 products, they only delivered the Sorcerer Sweeper Mod. Compact Plus, the partner being Targaryen, and the worst thing is that it appears on the Lannister website that the 2 products were delivered",2018-08-11,True
11dcc970f7a5,2,"Gentlemen, I purchased 2 products, they only delivered the Sorcerer Sweeper Mod. Compact Plus, the partner being Targaryen, and the worst thing is that it appears on the Lannister website that the 2 products were delivered",2018-08-11,True
c12b64bf0861,5,Super fast delivery.very good,2018-08-21,True
b453858c3128,5,I really enjoyed buying these products,2018-08-30,True
b0961721fd83,5,kidnaps,2018-08-28,True
ad1363e145be,4,the service is very good and delivery is fast and efficient,2018-08-23,True
3d13d2c1176a,3,"Product delivered quickly, the product corresponds to the illustrative image, both in model and color.",2018-08-23,True
6e7df7f4622d,5,Excellent,2018-08-28,True
53759a2ecdda,1,"I only received one lamp.
How to proceed???",2018-08-23,True
0615dcf981da,1,"I only received one lamp.
How to proceed???",2018-08-23,True
a5e537da8376,4,The packaging came damaged,2018-08-26,True
15d5088ad671,3,"Good afternoon, the reason is as follows
My order was a 3-needle Galoneira sewing machine, a 2-needle Galoneira sewing machine was delivered and I was unable to speak to the supplier",2018-08-26,True
c20e9c8a7361,5,Product delivered ahead of schedule.. I highly recommend it,2018-08-30,True
7a40001d3da6,5,"Product arrived much earlier than expected!
Excellent!",2018-08-11,True
597730d1cc67,5,excellent,2018-08-21,True
597730d1cc67,5,excellent,2018-08-21,True
d017a2151d54,5,I recommend the product,2018-08-12,True
26e5b7d04901,3,I'm waiting...,2018-08-19,True
45f59788a3a0,5,I loved the agility,2018-08-12,True
c5e19a898511,5,It arrived before the deadline. The product is excellent.,2018-08-21,True
107235293b54,1,"The quilt I bought is not completely different. The color has nothing to do with the one on the website. I called twice to resolve the exchange, they said they would get in touch, so far nothing......",2018-08-28,True
69b7c4bad8ca,5,Bom,2018-08-30,True
c9c64ed470b1,5,Bom,2018-08-30,True
dce445916828,5,"I am very satisfied, thank you.",2018-08-16,True
34bd280578cc,5,Product exactly as expected!!!,2018-08-16,True
ba5fb4ab9cd7,3,I bought the cover for the Moto Z2 and the cover that arrived was on the Moto Z,2018-08-23,True
4c7d4a2efde2,3,"I haven't received the product yet, so I said ""no"" in ""would recommend""!",2018-08-12,True
4f52a8aaedc1,5,"In addition to a lot of organization since the invoice was issued, the product was delivered without any damage!",2018-08-23,True
0bcc3eeca39e,4,"I liked the product, I had difficulty assembling it, as I couldn't screw it in because there was a dent in the hole, but I found a way and it turned out very well.",2018-08-23,True
f5307d7c9491,5,Fast and effective,2018-08-15,True
c710d4f02360,5,"I just wanted to change the mask, because I bought it wrong.",2018-08-23,True
71a7800a6336,5,Excellent product!,2018-08-25,True
bb50f2e236e5,4,Delivered ahead of schedule very satisfied,2018-08-17,True
3ae13337333a,5,Product delivered quickly and with quality,2018-08-22,True
df3ad3f81d16,5,I liked it and would recommend it,2018-08-24,True
19c91ef95d50,4,I recommend this store. I never had any problems,2018-08-21,True
e2765be8c962,5,I really liked the fast delivery,2018-08-28,True
d0f60a1e9932,5,"Delivery ahead of schedule, correct product, great quality.",2018-08-24,True
0a1ca683d91a,5,Order delivered ahead of schedule.,2018-08-21,True
004636c889c7,1,I didn't receive my purchase,2018-08-23,True
d6897f1dfdc9,4,"Arrived well before the date, satisfied",2018-08-30,True
d6897f1dfdc9,4,"Arrived well before the date, satisfied",2018-08-30,True
66471e25b47c,5,"Good finish, beautiful design, quality material",2018-08-26,True
529bb9848662,5,"Good product, I recommend it arrived promptly.",2018-08-29,True
5f24f9f041b1,4,very good product,2018-08-30,True
22a9261581e6,5,responsibility to the customer...congratulations.,2018-08-25,True
22a9261581e6,5,responsibility to the customer...congratulations.,2018-08-25,True
e0cf79767c5b,5,"Very satisfied, my wife loved it",2018-08-16,True
b5641c74eea1,5,"Delivery well ahead of schedule, great.",2018-08-22,True
a291cc846d74,5,"Product delivered on time, reliable supplier",2018-08-21,True
24bc2932a12c,5,The product arrived faster than expected,2018-08-31,True
786733d31725,3,"I bought it accidentally because I didn't have a photo of the product, but my daughter loved it!!!",2018-08-24,True
027cdd14a677,5,I didn't like the packaging. I thought it was the same one on the website!,2018-08-28,True
0d90fced28b7,5,Good product and fast delivery.,2018-08-16,True
dbb67791e405,5,I liked the efficiency of delivery.,2018-08-21,True
703d742887bb,4,recommend,2018-08-25,True
0a795de8287e,1,I bought 2 vitaderm products and only received one unit,2018-08-15,True
0a795de8287e,1,I bought 2 vitaderm products and only received one unit,2018-08-15,True
970694629024,1,I haven't received my product yet!,2018-08-19,True
5c77339ada50,4,"My opinion is that the product I purchased arrived on time, very good.
No more.
Thanks.",2018-08-23,True
489885ef5a88,5,"It arrived ahead of schedule, but I noticed that the zipper on the smaller part didn't open the bundle the first time, but from the second time onwards it did, if the bundle opens again I'll contact the store.",2018-08-17,True
bdcf6a834e8f,5,I recommend,2018-08-31,True
bb4897b0f384,5,"Super fast delivery time. The product matches what I saw advertised. The product was delivered well before the promised delivery date, just 2 days between purchase and delivery.",2018-08-29,True
020a80cb704b,4,The product doesn't seem very good to me but I recommend the store,2018-08-18,True
020a80cb704b,4,The product doesn't seem very good to me but I recommend the store,2018-08-18,True
49b624365d1b,5,"Great product, I recommend it, arrived ahead of schedule",2018-08-15,True
49e4da381c1d,1,The product was supposed to be delivered on the 23/08 but by the 24th I still hadn't received the product,2018-08-25,True
9c8d6227bbe6,4,"excellent quality, the cover comes in a packaging made of the same fabric",2018-08-28,True
c6336fa91fbd,5,I was happy with your agility and the concern you have for your customers. Congratulations.,2018-08-28,True
9ba0a80d7ee6,5,Fast delivery.,2018-08-31,True
26b2a480ced2,5,Perfect,2018-08-14,True
419cb1b441ed,5,"Everything arrived correctly and well before the estimated deadline. Very well packaged, correct color and model.
I found it super reliable.",2018-08-25,True
efa490145b5c,5,"Great store, delivery on time.",2018-08-15,True
70d581e7cfec,1,"I didn't receive the wall light, just the numbers. I would like to know when I will receive it because I need it urgently.",2018-08-29,True
fc5dd987f12a,1,"I didn't receive the wall light, just the numbers. I would like to know when I will receive it because I need it urgently.",2018-08-29,True
07ffc018eaf2,1,"I didn't receive the wall light, just the numbers. I would like to know when I will receive it because I need it urgently.",2018-08-29,True
f4d2144023a2,5,"Router does what it promises, it really goes through walls.",2018-08-22,True
efdc6e0a04b6,5,"Everything was delivered very well packaged, I loved it. I love this phone so I've already bought 3 for the whole family.",2018-08-21,True
25e9a0d431fe,5,Delivery ahead of schedule!,2018-08-31,True
6cc2b92f841b,2,"The product does not match the images on the website, the wheels were fluorescent yellow and came in green, one of the wheels does not spin like the others and does not have the same design. The brand was also different.",2018-08-30,True
f61f6e53f9c6,1,"In the product description on the Lannister website there was information that Panel size 3.05 meters wide x 2.40 meters high.
The package contains 3 rolls of 102 cm wide, that's what I bought",2018-08-16,True
1dce3fd38c13,5,Very good support,2018-08-18,True
1df1a2df8ad2,5,I really liked,2018-08-29,True
422879e10f46,4,beautiful product,2018-08-24,True
87ea2f45559e,5,"IT ARRIVED BEFORE THE ESTABLISHED DEADLINE, EVERYTHING PERFECT",2018-08-21,True
c96dae58447b,5,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,2018-08-25,True
a92930c32794,1,Product. Veio enrolado em plastico bolha,2018-08-18,True
10583f0f2431,4,boa...,2018-08-21,True
9271d2541a43,5,beautiful and perfect table,2018-08-25,True
e28a83b76a4e,5,"I really like buying on the Lannister Stores website, in addition to insurance, deliveries arrive well before the deadline.
I always recommend the Lannister Stores website to my friends.
Congratulations",2018-08-15,True
73326828aa5e,5,"Product delivered before the stipulated deadline, well packaged and great quality",2018-08-31,True
466c3d5cdc21,5,"I've already made two purchases online, I've never had a delay regarding my lost item, I just have to thank you for the delivery, thank you",2018-08-15,True
19c91ef95d50,5,"I really liked the deadline, it was delivered ahead of schedule.",2018-08-29,True
932a7e18ea9b,5,"excellent product, excellent store.",2018-08-22,True
3777da5a4d01,5,Excellent! Fast delivery and the product is beautiful!,2018-08-26,True
711027a82d76,3,bom,2018-08-18,True
e482ad963bfb,5,EXCELLENT PRODUCT.,2018-08-17,True
af0a99476d96,1,"Did not deliver the product, invoice issued in the name of another person with another product. You canceled the delivery of the product at your own expense",2018-08-28,True
b623b7cb05ee,5,I thought you were prettier.,2018-08-29,True
5d6bea33648f,5,"Beautiful, I loved it.",2018-08-25,True
99ce9f06fbb8,4,Very good I liked it thank you,2018-08-23,True
cce7f750a7a0,3,Bom,2018-08-16,True
70e4915197d6,1,"I need to make the exchange, I sent a message and no response",2018-08-31,True
a878af5e9510,3,I had to go look,2018-08-29,True
0896208dd849,3,Product meets usage expectations. Super fast delivery.,2018-08-31,True
c1116dd3986b,4,"The product arrived ahead of schedule, well packaged.",2018-08-17,True
6c50c87e36d8,4,THE PRODUCT ARRIVED RIGHT BUT I COULDN'T GET THE TIME FOR THIS PRODUCT I THINK I MADE AN IMPROPER PURCHASE!! THE GOOD THING WOULD BE A PORTUGUESE MANUAL,2018-08-22,True
b6b76b074ed0,1,"I bought a watch, and when it arrived, I found a replica! At no point was I told that it was a replica, and if I had known I wouldn't have bought it.",2018-08-31,True
f348ae211687,5,Perfect store,2018-08-30,True
2e91e5644d8d,5,The product arrived quickly before the deadline,2018-08-22,True
116a034e82f0,1,The product was not delivered. It was scheduled for 08/27,2018-08-29,True
35ebf08a9389,3,"I thought it was an original Samsung product, in addition to paying shipping and having to pick it up at the post office",2018-08-30,True
16048247166e,5,I am very satisfied with the purchase of the product. First time buying online.,2018-08-21,True
89ad4d91b311,5,"Your delivery was very efficient, I was impressed with the agility, congratulations to you. I highly recommend it!",2018-08-23,True
fb64af82ca18,4,Boa,2018-08-22,True
027cdd14a677,1,"The packaging is very different from what was advertised, I am used to buying this product and have never received it with this packaging.",2018-08-21,True
027cdd14a677,1,"The packaging is very different from what was advertised, I am used to buying this product and have never received it with this packaging.",2018-08-21,True
86dad5d04b5d,4,I received the product before the deadline. Very satisfied!,2018-08-23,True
ee09ee7eb35b,5,very very good.,2018-08-17,True
69c2cca01458,1,They sell a product without having it in stock and only notify them after the NF has been issued and simply tell the customer to cancel with Stark!!,2018-08-22,True
573988dcf1e8,5,All very well,2018-08-21,True
4ffe5c9bcc25,4,Product delivered on time.,2018-08-30,True
a04087ab6a96,5,Excellent product I recommend,2018-08-30,True
a04087ab6a96,5,Excellent product I recommend,2018-08-30,True
ca8b9b8192b5,5,"I recommend it, I liked the towel, and the delivery was made ahead of schedule.",2018-08-29,True
ed81ccd0bc6b,5,Excellent quality material!,2018-08-18,True
cb0c5efccd78,4,Met my expectations,2018-08-29,True
6d44b2c01b68,4,Moisturizes well but doesn't straighten much,2018-08-11,True
c3798d484fb7,5,I recommend.,2018-08-24,True
753e430b6eed,5,Very good,2018-08-24,True
06edb72f1e0c,2,"The delivery was delivered on time, but I don't think it would take so long to make a delivery if payment was made in cash.",2018-08-30,True
17ad136b7421,5,Boa,2018-08-28,True
723f62c36c29,1,The product has a small defect and I requested an exchange. I'm waiting for instructions.,2018-08-21,True
dbaee28f4ee6,5,"I recommend it, committed to the customer, delivery was ahead of schedule.",2018-08-29,True
ecd5ed7617a3,1,"small pans, I didn't look at the size when buying.",2018-08-29,True
0dc3bdb12409,5,I have always been well attended to,2018-08-17,True
0dc3bdb12409,5,I have always been well attended to,2018-08-17,True
1136bf18450b,5,I am satisfied and thank you for the good service provided. Thanks. Elton.,2018-08-14,True
157d8cabb7a3,2,"The product is different from the photo, they should include exactly what will be sent.",2018-08-22,True
c925e3dea455,3,I recommend,2018-08-14,True
2bd9b51a9ab0,4,Came without charger,2018-08-18,True
bb50f2e236e5,5,Product delivered in great condition and super fast delivery.,2018-08-29,True
bdcf6a834e8f,5,Product delivered in great condition and super fast delivery.,2018-08-29,True
159ea658243f,5,"The product was delivered in perfect condition and in record time, well before the stipulated time.",2018-08-25,True
001b237c0e9b,5,The only thing missing was the other one that was purchased together.,2018-08-18,True
d5280433d80f,5,Super fast delivery,2018-08-17,True
788cfeffa946,5,"Product delivered before the expected date, everything perfect.",2018-08-24,True
cf857bce01d4,2,"I made the purchase on 06/08/2018, not on 16/08, I was supposed to have it delivered on 15/08. I'm in a hurry for the product as I'm about to give birth. I'm waiting.",2018-08-17,True
77cf3aae7aaa,5,Very beautiful product and excellent application.,2018-08-21,True
a0450529bd97,4,Deliver before the deadline.,2018-08-18,True
87f6e794e8e7,1,They sent another product.,2018-08-17,True
69455f41626a,1,"Without concern for the customer, there is no transparency, as there is no direct communication channel. I want cancellation and money back.",2018-08-24,True
9c8d6227bbe6,5,best value for money compared to similar products available on the market,2018-08-16,True
081476f0ad46,1,I canceled my entire purchase and so far no one has contacted me. What terrible customer service. I canceled 30 minutes later and the customer service channels are horrible. Nobody resolves,2018-08-15,True
081476f0ad46,1,I canceled my entire purchase and so far no one has contacted me. What terrible customer service. I canceled 30 minutes later and the customer service channels are horrible. Nobody resolves,2018-08-15,True
77d33bd0b4fc,1,The product was not received and I did not receive any notification from the seller about non-delivery.,2018-08-18,True
4fc82a921b5a,4,Bom,2018-08-25,True
4328139cbe9a,1,"With a Walita Philips mix and it came open.
I tested it and it's working. I thought it was strange and didn't like that the product came open",2018-08-28,True
e0d64dcfaa3b,4,"BEAUTIFUL WATCH, BUT IT'S SMALL, I'M USED TO FAUSTAO RS TYPE WATCHES, BUT THIS ONE IS VERY LIGHT, IT JUST CAME IN A VERY INFERIOR PAPER BOX BECAUSE IT'S CASIO",2018-08-16,True
efd7af831253,3,"I really liked the support I bought on my first purchase, so I decided to buy another one to give to my brother.
It turns out that the website showed the same support as the first purchase, but when I received the product,",2018-08-23,True
a8d952e8e543,5,Legal.,2018-08-23,True
1555b29b2775,5,"I always buy from Lannister, I receive everything on the expected dates, there was one time when I bought a blender and it came back broken, I returned it and the store sent me another one in just a week., I recommend it.",2018-08-29,True
40cb7bb3d305,5,great quality product!,2018-08-29,True
fcd0a70961c1,4,I've already made two purchases from Targaryen and I haven't had any problems.,2018-08-30,True
7bdb28a55646,5,Excellent agility in delivery!,2018-08-11,True
5373e18844ee,5,Came as expected..,2018-08-30,True
634256dbcd18,5,Great store and products,2018-08-29,True
1bfb290d7273,1,"I don't recommend it, in addition to the delay in delivery, only one chair arrived, and 2 were paid for. 
I would like to know if I can open a case, or will they send it to another department?",2018-08-31,True
1bfb290d7273,1,"I don't recommend it, in addition to the delay in delivery, only one chair arrived, and 2 were paid for. 
I would like to know if I can open a case, or will they send it to another department?",2018-08-31,True
a01c3a8e3ccd,5,It arrived ahead of schedule! Excellent!,2018-08-14,True
687578da8cc5,5,I liked the product. I gave it to my husband as a gift. He loved it. Very good product.,2018-08-28,True
a5e74dc2d01e,5,"The order arrived ahead of time. Everything came as per specifications.
I recommend the seller.",2018-08-22,True
e9cf370eb883,5,"The product is great, but unfortunately there was no user manual in Portuguese.",2018-08-28,True
5a6eeab62396,5,"Good product with great playability, very fast delivery",2018-08-17,True
4c2da344ea77,5,"Very satisfied, product arrived ahead of schedule and perfectly met my expectations.",2018-08-22,True
8db99620b0b2,5,"I can only thank the store for its seriousness, for sending the product immediately, well packaged and protected. Grateful.",2018-08-16,True
fed8c9425c38,5,Simple but useful and good bag!,2018-08-30,True
afeeea627114,5,I loved,2018-08-30,True
89e4362d74af,5,Fast delivery and quality product,2018-08-17,True
4b54b3c4276e,3,I only received one of the two products. The Myofascial Release Roller was not delivered.,2018-08-17,True
81e5968d5cc6,3,I only received one of the two products. The Myofascial Release Roller was not delivered.,2018-08-17,True
92b6bcc1131f,5,Great product,2018-08-19,True
c20a3f598c16,5,Excellent,2018-08-15,True
8b68bdd62b3d,5,Excellent,2018-08-23,True
782309e2b81e,5,"It arrived as advertised, I recommend the store..",2018-08-26,True
972f43585f30,1,"I bought a product, they sent another",2018-08-14,True
a7216be504e1,5,"Great quality product, very fast delivery, I recommend the product, the store is congratulations",2018-08-31,True
a7216be504e1,5,"Great quality product, very fast delivery, I recommend the product, the store is congratulations",2018-08-31,True
2ce3fdcd1114,5,Delivery well before the deadline requested by the seller.,2018-08-16,True
a3d101bfee6c,5,I really liked it and it arrived what I expected,2018-08-15,True
8d139b1550c8,5,"Excellent product, I was very pleased with the purchase. It serves its intended purpose very well. Grateful.",2018-08-24,True
19c91ef95d50,5,Product delivered as ordered. Very good purchase.,2018-08-29,True
9db0afe3dcd2,5,But it doesn't fit a grocery bag as mentioned in the description. Overall an excellent product.,2018-08-22,True
2f785af0f4f1,5,"These products are excellent!!
sensational.",2018-08-17,True
d7390b274771,5,They are very punctual.,2018-08-22,True
928e52a9ad53,5,"I really liked it, I recommend it...",2018-08-25,True
9fee00e0df0a,4,Super safe and efficient website. I loved,2018-08-28,True
a94036c0bb4d,5,I liked the product purchased,2018-08-14,True
433c39faf982,5,"I liked the purchase, it is a quality product, it arrived in perfect condition, great!!!",2018-08-30,True
1965752f8e30,2,I haven't received the product yet.,2018-08-12,True
3630657a252c,5,very good,2018-08-17,True
3e9fecd898d8,5,Congratulations to everyone.,2018-08-12,True
dcd0ac7b3f62,5,The product only came out of the packaging,2018-08-25,True
57f2bc497c1a,5,Maintain this faithful philosophy of meeting dates and worrying about after-sales,2018-08-14,True
fe077ec80df6,1,B,2018-08-17,True
11b2b219c699,5,Excellent,2018-08-23,True
4c82c8d31845,5,very good,2018-08-22,True
10ee3576fcc5,3,"Simple, functional product...",2018-08-28,True
310806337e8a,5,Excellent quality product. It's worth the cost x benefit. Delivery before the stipulated deadline. I recommend,2018-08-21,True
9738ecc3ec05,5,THE VALUE OF THE PRODUCT IS GREAT AND THE QUALITY IS 100%,2018-08-15,True
e84d1a4a08db,4,It arrived super fast and well packaged. I recommend!,2018-08-30,True
b6c9dea17285,5,"Deadlines were respected, which is in line with the Lannister Stores motto.",2018-08-18,True
93492b51618a,2,The product did not come very well packaged and one of the plates was dented and the mirror was cracked. But it serves the purpose.,2018-08-16,True
ba131cee7989,5,"
",2018-08-30,True
1de1332e38dc,5,"
",2018-08-30,True
5348b1bdd951,4,"The wallet cover came correctly, but the glass film came smaller than the device.",2018-08-16,True
2d6dfe6841db,4,"
",2018-08-28,True
e969c0b5b997,5,I recommend the store. Everything correct!,2018-08-29,True
bf06a69bb27c,4,"My order was delivered well ahead of schedule, thank you, I highly recommend it.",2018-08-29,True
e2bb00220a16,5,and a serious website,2018-08-27,True
efa490145b5c,5,I loved the keyboard.,2018-08-22,True
e7f85e7f0203,5,ONLY THE POST OFFICE CONTINUES TO DECEIVE CONSUMERS BY CHARGING SHIPPING AND NOT DELIVERING THE PRODUCT AT HOME FOR THE GREATER CONVENIENCE OF CUSTOMERS! ALWAYS CLAIMS THE SAME AREA ON SAFE DELIVERY!,2018-08-16,True
bc072f287b47,4,"Very good, it arrived quickly and correctly, I liked it",2018-08-25,True
9d90d49f34e4,5,"Everything Ok, trustworthy store.",2018-08-10,True
33102eb20d41,5,Excellent,2018-08-26,True
b4bcc9155de9,5,"Very good, came exactly as described.",2018-08-14,True
72d135605b8f,5,IT WAS A GOOD PURCHASE DELIVERED EARLY.,2018-08-29,True
301cfe3b10ca,4,Satisfaction with the products and everything delivered on time. Thanks!,2018-08-25,True
8ed3ae310714,3,fast delivery,2018-08-24,True
b86d1f2c052b,3,fast delivery,2018-08-24,True
892bc3e900a6,3,fast delivery,2018-08-24,True
8ed3ae310714,3,fast delivery,2018-08-24,True
2b9b580cdc99,3,fast delivery,2018-08-24,True
37c3932ee8a1,1,I didn't receive it... I paid for shipping to get it home and not for me to go to the post office to collect it...,2018-08-19,True
4e52d603138f,5,"Everything was sent super packaged, very careful. Top quality material",2018-08-31,True
ddf1b126559b,1,"I was waiting for the product for my son's birthday party over the weekend. I always bought it at Baratheon, I'll never buy it again... We're upset and I don't know how I'm going to organize my little one's party.",2018-08-31,True
157ee978f4fc,4,"Product delivered on time and in perfect condition, I'm still testing to give a better answer.",2018-08-14,True
53f721e1c5d5,5,"Excellent product, delivery was made ahead of schedule...",2018-08-29,True
19c91ef95d50,5,very satisfied with my purchase!!!!!,2018-08-28,True
e611a297d7a9,5,I love the perfume,2018-08-28,True
3cc7ec95300b,4,"How cool, I received the product well ahead of schedule, the fabric was exactly as stated, nice print but it just needs to be of better quality... but it met expectations",2018-08-24,True
2fc1d23fa789,4,Product delivered ahead of schedule.,2018-08-31,True
c312a691cf0a,5,"Bigger than I imagined, very well done art. I highly recommend it!",2018-08-21,True
5a848e4ab52f,5,"Very fast delivery. I liked. If necessary, I will do business again. Now all that remains is to test whether the product works as the test takes a certain amount of time.",2018-08-18,True
1c4de4dd53a8,3,"I bought 3 objects, only one arrived, was it certain that they would all come together or am I wrong?",2018-08-25,True
c1c4271977e1,5,"I really liked it, congratulations on your commitment to the consumer.",2018-08-29,True
716a15647e7f,1,The charger didn't come,2018-08-30,True
7f72a8900b3d,1,IT SAYS IT WAS DELIVERED BUT NOTHING ARRIVED,2018-08-17,True
c36bf06e0eb9,5,"Fast and safe delivery, very good store.",2018-08-28,True
3319ec949aa1,5,Delivery ahead of schedule!,2018-08-15,True
d04857e7b4b7,3,Very good to buy with you,2018-08-28,True
